type	file_name	uuid	file_size	md5sum	file_status	file_location	file_format	acl	case.case_id	study.clinical_study_designation	sample.sample_id	diagnosis.diagnosis_id	file_type	file_description
file	N167_recal_reads.bai	e835b8a9-e1a0-54d1-b84a-ac21ab8e6048	5151016	4d4da4a0d3f48ba62695ab5442f144b3	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/N167_recal_reads.bai	bai	['Open']			STS01-N167		Index File	WES reads to CanFam3.1 - STS01-N167 matched normal
file	N167_recal_reads.bam	12ad4079-27a9-5f7f-bf3d-f48eb6c83694	18601545387	9edeb69cfee4a59ef49f9905ffeee310	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/N167_recal_reads.bam	bam	['Open']			STS01-N167		Whole Exome Sequence File	WES reads to CanFam3.1 - STS01-N167 matched normal
file	N1834_recal_reads.bai	b73ad6d2-2ffa-5d53-82db-08847a3ae05b	5142120	3437b8be1ec1ca1afecfa35724353826	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/N1834_recal_reads.bai	bai	['Open']			STS01-N1834		Index File	WES reads to CanFam3.1 - STS01-N1834 matched normal
file	N1834_recal_reads.bam	5110f35b-58a8-52ff-9234-cb7cb69ac608	6983438690	274489bc1cdc1c50475248d56a350b3f	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/N1834_recal_reads.bam	bam	['Open']			STS01-N1834		Whole Exome Sequence File	WES reads to CanFam3.1 - STS01-N1834 matched normal
file	N1860_recal_reads.bai	45e30a6c-ae48-5fce-938a-92dd26cf78d3	4975664	99f8bda2615a46b5f8e3bf6d42407c63	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/N1860_recal_reads.bai	bai	['Open']			STS01-N1860		Index File	WES reads to CanFam3.1 - STS01-N1860 matched normal
file	N1860_recal_reads.bam	bfc2e8b4-aed2-5912-8efa-42e66f516fa3	14079861902	df22db797646f2db32f04f009719bfa7	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/N1860_recal_reads.bam	bam	['Open']			STS01-N1860		Whole Exome Sequence File	WES reads to CanFam3.1 - STS01-N1860 matched normal
file	N1891_recal_reads.bai	26a5143d-ce2f-5051-9ef7-369cec6fbe8a	5105752	7450e90c3464d59d5d077f26b71ab162	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/N1891_recal_reads.bai	bai	['Open']			STS01-N1891		Index File	WES reads to CanFam3.1 - STS01-N1891 matched normal
file	N1891_recal_reads.bam	3ee25f15-8625-5ebb-9cae-c3b5a994c1f7	17891543274	a1edce148221b91fababf63ea4037b31	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/N1891_recal_reads.bam	bam	['Open']			STS01-N1891		Whole Exome Sequence File	WES reads to CanFam3.1 - STS01-N1891 matched normal
file	N1921_recal_reads.bai	5bcff895-8970-5648-bdb9-1bede477578d	5209728	7c1d9891293b8d9036e0dd306e766aad	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/N1921_recal_reads.bai	bai	['Open']			STS01-N1921		Index File	WES reads to CanFam3.1 - STS01-N1921 matched normal
file	N1921_recal_reads.bam	2c16493a-da87-544e-bdff-d5a5851bd815	7654175854	3845a3ccf273a03d9505f0d5affd6e67	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/N1921_recal_reads.bam	bam	['Open']			STS01-N1921		Whole Exome Sequence File	WES reads to CanFam3.1 - STS01-N1921 matched normal
file	N1923_recal_reads.bai	dc623321-6caa-5008-8c4c-2eb152319a17	5313392	a0d322bbdf0f9a2c4b0fd92b6836defe	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/N1923_recal_reads.bai	bai	['Open']			STS01-N1923		Index File	WES reads to CanFam3.1 - STS01-N1923 matched normal
file	N1923_recal_reads.bam	017480c5-31f7-5e76-924d-8161e603375c	18070107527	3999938947589f34880a4f3099f9e15c	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/N1923_recal_reads.bam	bam	['Open']			STS01-N1923		Whole Exome Sequence File	WES reads to CanFam3.1 - STS01-N1923 matched normal
file	N1989_recal_reads.bai	d2187368-60d2-56f3-bc50-e7c32a871817	5250760	c226c5d972e58405e150227d284d3c3b	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/N1989_recal_reads.bai	bai	['Open']			STS01-N1989		Index File	WES reads to CanFam3.1 - STS01-N1989 matched normal
file	N1989_recal_reads.bam	bf874a56-d227-55dd-89f2-f6c2399d69c3	8674069613	16185c3cfb6850eb90fcd047bae0265a	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/N1989_recal_reads.bam	bam	['Open']			STS01-N1989		Whole Exome Sequence File	WES reads to CanFam3.1 - STS01-N1989 matched normal
file	N2063_recal_reads.bai	e2ab26ed-bf45-5cbb-8136-a3c6a0cd172d	5197920	206ab3d873aa9868582e40f195726e20	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/N2063_recal_reads.bai	bai	['Open']			STS01-N2063		Index File	WES reads to CanFam3.1 - STS01-N2063 matched normal
file	N2063_recal_reads.bam	7beb89f5-25fb-53b8-a05e-a98f114950fd	7899992145	1401a5bd007802d1d21a7bbf967389c5	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/N2063_recal_reads.bam	bam	['Open']			STS01-N2063		Whole Exome Sequence File	WES reads to CanFam3.1 - STS01-N2063 matched normal
file	N212343_recal_reads.bai	f0840b59-3b2b-5283-8008-feb76b527909	5389088	08479092b469f2f8223f63f77840dd92	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/N212343_recal_reads.bai	bai	['Open']			STS01-N148		Index File	WES reads to CanFam3.1 - STS01-N148 matched normal
file	N212343_recal_reads.bam	46ae2773-c6ba-52e4-bfab-cf21845ab22b	19442826783	ab55efd1c9f29b82158ce55ed9f5c0c5	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/N212343_recal_reads.bam	bam	['Open']			STS01-N148		Whole Exome Sequence File	WES reads to CanFam3.1 - STS01-N148 matched normal
file	N218_recal_reads.bai	c2f4f255-ebc0-572a-9535-14bc77bc7f81	5217152	2802eec7005180ac52d60ff9d9461976	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/N218_recal_reads.bai	bai	['Open']			STS01-N218		Index File	WES reads to CanFam3.1 - STS01-N218 matched normal
file	N218_recal_reads.bam	4a51e780-991a-5e39-b2f2-6900a2a27704	19126627027	a0af49e74e5cbb0b1b4a3f0b4bf50d31	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/N218_recal_reads.bam	bam	['Open']			STS01-N218		Whole Exome Sequence File	WES reads to CanFam3.1 - STS01-N218 matched normal
file	N230_recal_reads.bai	1dc34941-79c0-5c5d-9c55-926fdf434c9a	5209896	f8f0a9ae9b08c49cbf00eff824e959e5	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/N230_recal_reads.bai	bai	['Open']			STS01-N230		Index File	WES reads to CanFam3.1 - STS01-N230 matched normal
file	N230_recal_reads.bam	6abc8d28-58ee-5491-a4e3-4b18652c927c	8004090647	85eff512b1639044058c27a567869304	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/N230_recal_reads.bam	bam	['Open']			STS01-N230		Whole Exome Sequence File	WES reads to CanFam3.1 - STS01-N230 matched normal
file	N232_recal_reads.bai	cfec875b-4a2b-52d9-bedd-57de2c63949e	5232504	0a7d54b107aa4ffeba0b17ffdc0a6ed1	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/N232_recal_reads.bai	bai	['Open']			STS01-N232		Index File	WES reads to CanFam3.1 - STS01-N232 matched normal
file	N232_recal_reads.bam	e2523b02-9d2f-5820-8cfd-07658cfef172	8600762186	5c6e85e62f3ac4dfdd17da973ce88f3f	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/N232_recal_reads.bam	bam	['Open']			STS01-N232		Whole Exome Sequence File	WES reads to CanFam3.1 - STS01-N232 matched normal
file	N282_recal_reads.bai	edf5f33b-c166-5f7b-bf8e-a414481cc5bd	5198816	540dfe59e4e0cb73a52f3b08399f47a7	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/N282_recal_reads.bai	bai	['Open']			STS01-N282		Index File	WES reads to CanFam3.1 - STS01-N282 matched normal
file	N282_recal_reads.bam	eaad6a89-20b8-5164-8105-d431dd6d8dd2	15336324131	ef952a71f74c3f8446fd94913fd8fb8a	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/N282_recal_reads.bam	bam	['Open']			STS01-N282		Whole Exome Sequence File	WES reads to CanFam3.1 - STS01-N282 matched normal
file	N311_recal_reads.bai	8a9922f4-5627-5432-8cdd-ee973a71dad9	5432000	71d2dce079863a3879b2d13dbdbf6c9e	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/N311_recal_reads.bai	bai	['Open']			STS01-N311		Index File	WES reads to CanFam3.1 - STS01-N311 matched normal
file	N311_recal_reads.bam	7f2f3a19-06d9-508b-bde9-93d84d1a2521	9409456275	01e992073b38fa65fe2640ea14d19c19	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/N311_recal_reads.bam	bam	['Open']			STS01-N311		Whole Exome Sequence File	WES reads to CanFam3.1 - STS01-N311 matched normal
file	N320_recal_reads.bai	f264ddb6-b8e3-5a42-89cc-88afc2c8bda6	5295416	4655978023431be44d4937fc093ccdd2	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/N320_recal_reads.bai	bai	['Open']			STS01-N320		Index File	WES reads to CanFam3.1 - STS01-N320 matched normal
file	N320_recal_reads.bam	fcd7eddf-4d8c-5b33-a558-b38d948a1de0	7691085273	b31904e01d35fa2b05178eedfb4d3388	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/N320_recal_reads.bam	bam	['Open']			STS01-N320		Whole Exome Sequence File	WES reads to CanFam3.1 - STS01-N320 matched normal
file	N336_recal_reads.bai	d08d2cb0-7822-55a2-a436-38ed83bdf4e2	5618512	5923083637f0a14abdcfa6c8cbe99e25	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/N336_recal_reads.bai	bai	['Open']			STS01-N336		Index File	WES reads to CanFam3.1 - STS01-N336 matched normal
file	N336_recal_reads.bam	ba7915e6-6dc0-53c0-adfa-8ebbe23671ce	17373673686	4cfb96b671899729ffb94f7c1823491a	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/N336_recal_reads.bam	bam	['Open']			STS01-N336		Whole Exome Sequence File	WES reads to CanFam3.1 - STS01-N336 matched normal
file	N344_recal_reads.bai	2800291d-0ef6-561b-a766-938b48675ef6	5283232	23526231c2d5d7ae3ad48fa5243cf22d	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/N344_recal_reads.bai	bai	['Open']			STS01-N344		Index File	WES reads to CanFam3.1 - STS01-N344 matched normal
file	N344_recal_reads.bam	10fc1dc8-5f44-5b50-9456-1dc3aaad46c9	8141275405	01041787feffcb7827159b00cc24d0e6	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/N344_recal_reads.bam	bam	['Open']			STS01-N344		Whole Exome Sequence File	WES reads to CanFam3.1 - STS01-N344 matched normal
file	N416_recal_reads.bai	033a253f-c2a0-5fd1-a9b0-d8825b5e31f6	5257760	2f385096651d5148d49d8eeecb5535b5	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/N416_recal_reads.bai	bai	['Open']			STS01-N416		Index File	WES reads to CanFam3.1 - STS01-N416 matched normal
file	N416_recal_reads.bam	cd02b3f0-bbbf-5803-b619-d235649cf2d9	15924752306	e98d1efb974bfd6477c30640dfb54ee7	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/N416_recal_reads.bam	bam	['Open']			STS01-N416		Whole Exome Sequence File	WES reads to CanFam3.1 - STS01-N416 matched normal
file	N479_recal_reads.bai	e3b69a77-bc8c-5c8e-b695-e725685e22f2	5062904	5c25a12a510059e6df02634793696c3c	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/N479_recal_reads.bai	bai	['Open']			STS01-N479		Index File	WES reads to CanFam3.1 - STS01-N479 matched normal
file	N479_recal_reads.bam	9198182d-2564-59dc-acbc-035cf755078f	18132152889	afa85f344e860610027b040a049c036f	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/N479_recal_reads.bam	bam	['Open']			STS01-N479		Whole Exome Sequence File	WES reads to CanFam3.1 - STS01-N479 matched normal
file	N485_recal_reads.bai	f5f50148-8d64-5484-9658-dc28b731b58f	5236608	bbaea8c606a188a6b614fba4983c2a25	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/N485_recal_reads.bai	bai	['Open']			STS01-N485		Index File	WES reads to CanFam3.1 - STS01-N485 matched normal
file	N485_recal_reads.bam	4425c036-f249-583e-a832-d5b276015e1a	16702765864	c27f76889d2e3c801601f4883968e47a	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/N485_recal_reads.bam	bam	['Open']			STS01-N485		Whole Exome Sequence File	WES reads to CanFam3.1 - STS01-N485 matched normal
file	N697_recal_reads.bai	269c78ce-e80a-59f2-8b86-d9a460e178c8	5010848	01fe316d07ca24b519c8d3b028a9c7f8	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/N697_recal_reads.bai	bai	['Open']			STS01-N697		Index File	WES reads to CanFam3.1 - STS01-N697 matched normal
file	N697_recal_reads.bam	7171954e-5311-59f8-b053-306ca373ea55	16797134632	57ec661649e37a9d3036e2e97e2955ab	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/N697_recal_reads.bam	bam	['Open']			STS01-N697		Whole Exome Sequence File	WES reads to CanFam3.1 - STS01-N697 matched normal
file	N738_recal_reads.bai	f4381115-b45c-54f4-8004-6e761116dfa1	5431216	cf6d4a423874d0d7b5a816fa1d11de9a	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/N738_recal_reads.bai	bai	['Open']			STS01-N738		Index File	WES reads to CanFam3.1 - STS01-N738 matched normal
file	N738_recal_reads.bam	1792cde4-2d47-55d2-9f64-30ca8244d9c7	19450053547	78ceb64ad324b6b75394c1c3710bd999	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/N738_recal_reads.bam	bam	['Open']			STS01-N738		Whole Exome Sequence File	WES reads to CanFam3.1 - STS01-N738 matched normal
file	T1124_recal_reads.bai	46413727-d73f-564f-a754-3285836b48d7	5254072	230a4b7cf8322b7efa2e7e45f89604c7	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/T1124_recal_reads.bai	bai	['Open']			STS01-T1124		Index File	WES reads to CanFam3.1 - STS01-T1124 tumor
file	T1124_recal_reads.bam	ad1f59f9-6ef2-5de2-87ce-0eb81a2a98d8	18680785523	393ca526afd0f1c4d38a0280d64ced98	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/T1124_recal_reads.bam	bam	['Open']			STS01-T1124		Whole Exome Sequence File	WES reads to CanFam3.1 - STS01-T1124 tumor
file	T1238_recal_reads.bai	8a3a6865-13a3-560d-ae13-ea4b46519a79	5249256	d47ed81c76c48d051f1eddcd305045c0	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/T1238_recal_reads.bai	bai	['Open']			STS01-T1238		Index File	WES reads to CanFam3.1 - STS01-T1238 tumor
file	T1238_recal_reads.bam	b165ef6e-684c-5ce1-8aa7-4318e4d903d6	8188631833	c9d5d80e69b121f45fdb8dc15568b6c1	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/T1238_recal_reads.bam	bam	['Open']			STS01-T1238		Whole Exome Sequence File	WES reads to CanFam3.1 - STS01-T1238 tumor
file	T1292_recal_reads.bai	5de88d98-4095-57bf-bc88-5a7ea24ac542	5118736	bd78791251a13efe3002bf50fcfde73d	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/T1292_recal_reads.bai	bai	['Open']			STS01-T1292		Index File	WES reads to CanFam3.1 - STS01-T1292 tumor
file	T1292_recal_reads.bam	191d81c9-2ee3-50af-a7ab-54844d58cd6c	7495400719	102dbf579fc850101d106f40e7942907	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/T1292_recal_reads.bam	bam	['Open']			STS01-T1292		Whole Exome Sequence File	WES reads to CanFam3.1 - STS01-T1292 tumor
file	T1407_recal_reads.bai	596658fb-6f3d-5600-bd2a-5358a2825d04	5171520	c3b563b678ade060278c22a2208c373c	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/T1407_recal_reads.bai	bai	['Open']			STS01-T1407		Index File	WES reads to CanFam3.1 - STS01-T1407 tumor
file	T1407_recal_reads.bam	bc1a3891-8ccd-5399-b4ac-78167690066a	17733204909	582f495ec2deb429c306641721a7fa23	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/T1407_recal_reads.bam	bam	['Open']			STS01-T1407		Whole Exome Sequence File	WES reads to CanFam3.1 - STS01-T1407 tumor
file	T1462_recal_reads.bai	7bde9073-9582-52ba-8b3c-f50c238c5e49	5274048	de30d9b3d57079fba6694393dd9dba25	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/T1462_recal_reads.bai	bai	['Open']			STS01-T1462		Index File	WES reads to CanFam3.1 - STS01-T1462 tumor
file	T1462_recal_reads.bam	30b5f40b-24ca-58ed-9971-ea6e3311bc1a	8495035438	8c1282115af67379a6e8d18c32fcdaf8	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/T1462_recal_reads.bam	bam	['Open']			STS01-T1462		Whole Exome Sequence File	WES reads to CanFam3.1 - STS01-T1462 tumor
file	T1490_recal_reads.bai	500860fd-e740-5404-94d4-08ba9245c6ee	5125064	69a647d2291c2899738deff8e1b6a2cb	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/T1490_recal_reads.bai	bai	['Open']			STS01-T1490		Index File	WES reads to CanFam3.1 - STS01-T1490 tumor
file	T1490_recal_reads.bam	4673d6eb-eb0b-5edf-b873-7179ca3cf9d0	20867305781	1053c6d7b4aa4a41c68a062b2f2a632b	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/T1490_recal_reads.bam	bam	['Open']			STS01-T1490		Whole Exome Sequence File	WES reads to CanFam3.1 - STS01-T1490 tumor
file	T1585_recal_reads.bai	74d42a97-352f-53e8-b7d3-d39ac00e6efe	5299272	83c0023a5a8944974c078568097369be	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/T1585_recal_reads.bai	bai	['Open']			STS01-T1585		Index File	WES reads to CanFam3.1 - STS01-T1585 tumor
file	T1585_recal_reads.bam	92517255-faef-5f3c-aa35-cbdd7ea23f7b	8783130911	e2917ad60a7b61fac031d0a0d70d1913	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/T1585_recal_reads.bam	bam	['Open']			STS01-T1585		Whole Exome Sequence File	WES reads to CanFam3.1 - STS01-T1585 tumor
file	T167_recal_reads.bai	f2316ad4-d4bd-50aa-a894-10dc0725c278	5158536	5a275841ef5b2d8e3db7643cfa08d355	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/T167_recal_reads.bai	bai	['Open']			STS01-T167		Index File	WES reads to CanFam3.1 - STS01-T167 tumor
file	T167_recal_reads.bam	4f9ffffc-106c-5eb3-bb61-f1bc2f1584bb	8417691451	e7038767321ade12cf00f15742e1a925	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/T167_recal_reads.bam	bam	['Open']			STS01-T167		Whole Exome Sequence File	WES reads to CanFam3.1 - STS01-T167 tumor
file	T1834_recal_reads.bai	56eeac70-24e5-5531-8a14-9a967c46d93c	5120304	d72fad950a165b8a1a94c2a0bfb74c6d	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/T1834_recal_reads.bai	bai	['Open']			STS01-T1834		Index File	WES reads to CanFam3.1 - STS01-T1834 tumor
file	T1834_recal_reads.bam	e2348f60-7225-558b-b571-5537bf9e5347	8365134268	1809be130e1232d45a0ef0a1c705828b	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/T1834_recal_reads.bam	bam	['Open']			STS01-T1834		Whole Exome Sequence File	WES reads to CanFam3.1 - STS01-T1834 tumor
file	T1860_recal_reads.bai	2da4b4ab-54da-5be8-abf2-0d7b9661540e	5231488	6c3b8d0165009b50c69217f916ad0f6c	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/T1860_recal_reads.bai	bai	['Open']			STS01-T1860		Index File	WES reads to CanFam3.1 - STS01-T1860 tumor
file	T1860_recal_reads.bam	bf64dc2c-30b9-5d9c-a4eb-da0e91926b3d	7739472532	6af792b6f4e200530558b0c6b88c7463	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/T1860_recal_reads.bam	bam	['Open']			STS01-T1860		Whole Exome Sequence File	WES reads to CanFam3.1 - STS01-T1860 tumor
file	T1891_recal_reads.bai	23208af1-3c3b-5dd9-b3e9-3d2bbcddabef	5157304	da1836c5286ed3b188fdaf7a2b0d37c0	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/T1891_recal_reads.bai	bai	['Open']			STS01-T1891		Index File	WES reads to CanFam3.1 - STS01-T1891 tumor
file	T1891_recal_reads.bam	ff312c56-2b96-5c2f-9f57-b5493418688d	7678794569	718b494791347fe4de0977be1229f730	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/T1891_recal_reads.bam	bam	['Open']			STS01-T1891		Whole Exome Sequence File	WES reads to CanFam3.1 - STS01-T1891 tumor
file	T1921_recal_reads.bai	ec390cc1-9904-531d-b391-f67bc106595d	5411624	65c8754f8c75c8af9675497401baff43	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/T1921_recal_reads.bai	bai	['Open']			STS01-T1921		Index File	WES reads to CanFam3.1 - STS01-T1921 tumor
file	T1921_recal_reads.bam	2b1236bf-4722-5c49-acce-bd7393793ed2	18629555495	3481f4afa48bae6cd48a808eb69007ef	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/T1921_recal_reads.bam	bam	['Open']			STS01-T1921		Whole Exome Sequence File	WES reads to CanFam3.1 - STS01-T1921 tumor
file	T1923_recal_reads.bai	1942e338-7ff3-51f4-931a-4477ea875951	5127112	570034637130a6a61a65e5c3430d04dc	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/T1923_recal_reads.bai	bai	['Open']			STS01-T1923		Index File	WES reads to CanFam3.1 - STS01-T1923 tumor
file	T1923_recal_reads.bam	92c07ebe-ca7f-570d-85a7-4de7a9a9509d	14859640353	bcbf5819a600d97a29465a69c0ce7993	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/STS01/T1923_recal_reads.bam	bam	['Open']			STS01-T1923		Whole Exome Sequence File	WES reads to CanFam3.1 - STS01-T1923 tumor
